sourceId,shortTitle,corpusStatus,corpusPath,mediaPath,validationPath
fs-england-births-christenings,FamilySearch England Births and Christenings,none,,,sources/validations/fs-england-births-christenings.md
fs-england-buckinghamshire-church-records-1217-1994,"FamilySearch England, Buckinghamshire, Church Records, 1217-1994",none,,,
fs-england-deaths-burials-1538-1991,"FamilySearch England Deaths and Burials, 1538-1991",none,,,
fs-england-marriages-1538-1973,"FamilySearch England Marriages, 1538-1973",none,,,
fs-england-norfolk-parish-registers-1510-1997,"FamilySearch England, Norfolk, Parish Registers (County Record Office), 1510-1997",none,,,
fs-jw7y-c3b-john-gurney-baptism-st-ann-blackfriars,"FS index JW7Y-C3B — John Gurney baptism, St Ann Blackfriars, 1615, father Wm.",transcript,,,
fs-suffolk-probate-1636-1915,FamilySearch Suffolk County probate records,none,,,sources/validations/fs-suffolk-probate-1636-1915.md
fs-vnn2-4vc-marye-gurney-baptism-east-dereham,"FS index VNN2-4VC — Marye Gurney baptism 25 May 1618, East Dereham, father Francis",transcript,,sources/media/Parish_Register_East_Dereham/page_00732_line_margaret_ffrancis_gurnoe_sweep.png,sources/validations/fs-east-dereham-francis-gurney-indexed-children.md
fs-vnn2-h8s-francis-gurney-burial-east-dereham-1633,"FS index VNN2-H8S — Francis Gurney burial 8 November 1633, East Dereham",transcript,,,sources/validations/fs-east-dereham-francis-gurney-indexed-children.md
fs-vnn2-scf-edward-gurney-baptism-east-dereham,"FS index VNN2-SCF — Edward Gurney baptism, East Dereham, father Francis",transcript,,,sources/validations/fs-east-dereham-francis-gurney-indexed-children.md
fs-vnn2-wr2-marye-gurney-burial-east-dereham,"FS index VNN2-WR2 — Marye Gurney burial, East Dereham, father Francis",transcript,,sources/media/Parish_Register_East_Dereham/page_00725_line_marye_ffrancis_gurny_sweep.png,sources/validations/fs-east-dereham-francis-gurney-indexed-children.md
fs-vnn2-wrg-agnes-gurney-burial-east-dereham,"FS index VNN2-WRG — Agnes (FS-indexed 'Susan') Gurney burial, East Dereham, father Francis",transcript,,sources/media/Parish_Register_East_Dereham/page_00725_line_agnes_ffrancis_gurny_sweep.png,sources/validations/fs-east-dereham-francis-gurney-indexed-children.md
fs-whinburgh-with-members-court-rolls,"FamilySearch - Whinburgh-with-Members manorial court rolls, 1595-1790",partial,sources/corpus_supplement/paleo-2026-07-packet-52-whinburgh-courts-1595-1599.md,sources/media/fs-whinburgh-with-members-court-rolls/,sources/validations/fs-whinburgh-with-members-court-rolls.md
ftdna-gurney-ydna,FTDNA Gurney Y-DNA project + Discover (public),extract,sources/corpus_supplement/ftdna-gurney-ydna-braintree-line-2026.md,,sources/validations/ftdna-gurney-ydna.md
gaillefontaine-official-history,Gaillefontaine official history,none,,,
gancourt-saint-etienne-bulletin-2023,Gancourt-Saint-Etienne municipal bulletin 2023,none,,,
gascon-rolls-project,The Gascon Rolls Project (1317-1468),none,,,sources/validations/gascon-rolls-project.md
genuki-hardingham-white-1845,"GENUKI - Hardingham, White 1845",partial,sources/corpus_supplement/genuki-hardingham-white-1845.md,,sources/validations/genuki-hardingham-white-1845.md
gervers-st-john-secunda-camera-1982,"Gervers, Cartulary of the Knights of St John, Secunda Camera (Essex)",supplement,sources/corpus_supplement/gervers-st-john-galiena-de-gurnay-norton-charter.md,,
ggm-benefice-harpley-church-history,GGM Benefice - Harpley Church History,partial,sources/corpus_supplement/ggm-benefice-harpley-church-history.md,,sources/validations/ggm-benefice-harpley-church-history.md
ggm-benefice-harpley-rectors,GGM Benefice - Harpley Register of Rectors,partial,sources/corpus_supplement/ggm-benefice-harpley-rectors-edmund-gurnay.md,,
gibson-dell-protestation,"Gibson & Dell, Protestation Returns guide",none,,,
girders-net-medieval-gurney-abstracts,girders.net Medieval Gurney Abstracts,none,,,
gournay-en-bray-1844,Supplément aux recherches historiques sur Gournay-en-Bray (1844),full,sources/corpus/Supplément aux recherches historiques sur la ville de Gournay-en-Bray 1844 with mentions about Daniel Gurney.txt,,
gournay-supp-reconstructed,"Reconstructed Loose Supplement (Bernau, 1858)",full,sources/corpus/gournay-supplement-reconstructed-v2.md,,
great-ellingham-manor-farmhouse-hingham-road,Great Ellingham - Manor Farmhouse in Hingham Road,partial,sources/corpus_supplement/great-ellingham-manor-farmhouse-hingham-road.md,,sources/validations/great-ellingham-manor-farmhouse-hingham-road.md
great-river-hydro-deerfield-history,"Great River Hydro, 'Our History' (Deerfield/Connecticut developments)",none,,,
grigson-garveston-register-transcripts,"Grigson, Garveston parish register transcripts, 1538-1845",none,,,sources/validations/grigson-garveston-register-transcripts.md
grokipedia-edmund-gurney-divine,Grokipedia - Edmund Gurney (divine),captured,sources/corpus_supplement/grokipedia-edmund-gurney-divine-capture.md,,sources/validations/grokipedia-edmund-gurney-divine.md
gurnay-redivivus-1660,Gurnay Redivivus (1660),partial,sources/corpus_supplement/gurnay-redivivus-1660-research-extract.md,,sources/validations/gurnay-redivivus-1660.md
gurney-drogo-pilgrimage-research-2026,Project research handoff -- Gerard de Gournay Drogo/pilgrimage/death window (2026),full,sources/corpus_supplement/g32-gerard-de-gournay-drogo-edith-pilgrimage-death-window.md,,
gurney-family-handwritten-notes-1963,Gurney family handwritten notes 1963,partial,sources/corpus_supplement/1963-gurney-family-handwritten-notes-transcription.md,sources/media/gurney-family-handwritten-notes-1963/1963_gurney_family_handwritten_notes_revised_findings_v3.md,sources/validations/gurney-family-handwritten-notes-1963.md
gurney-family-papers-g3-to-g2-certificates-clippings,Gurney family papers from G3 to G2,partial,sources/corpus_supplement/2026-gurney-family-papers-g3-to-g2-certificates-clippings.md,sources/media/gurney-family-papers-g3-to-g2-certificates-clippings/,sources/validations/gurney-family-papers-g3-to-g2-certificates-clippings.md
hardingham-parish-history-2026,Hardingham Parish - History of Hardingham,partial,sources/corpus_supplement/hardingham-parish-history-2026.md,,sources/validations/hardingham-parish-history-2026.md
harleian-st-vedast-st-michael-le-quern-registers,Harleian Society - St Vedast and St Michael le Quern registers,partial,,sources/media/harleian-st-vedast-st-michael-le-quern-registers,sources/validations/harleian-st-vedast-st-michael-le-quern-registers.md
hasted-kent-vol4,"Hasted, History of Kent, vol. 4",full,sources/corpus_supplement/hasted-kent-vol4-addington-extract.md,,
hatton-book-of-seals-1958,Hatton Book of Seals (Loyd & Stenton),full,sources/corpus_supplement/hatton-book-of-seals-dammartin-gurnay-extracts.md,,
hazen-billerica-1883,"Hazen, History of Billerica",none,,,sources/validations/hazen-billerica-1883.md
henry-project-matilda-flanders-gundred,Henry Project - Matilda of Flanders / Gundred,external,,,
henry-project-william-conqueror-gundred,Henry Project - William the Conqueror / Gundred,external,,,
heralds-visit-essex-1664,Heralds' Visitation Essex 1664,none,,,
heralds-visit-london-1633,Heralds' Visitation London 1633,none,,,
hingham-register,Hingham parish register,none,,,
histoire-chronique-normandie-1610,Histoire et Chronique de Normandie (Rouen 1610),partial,,,
histoire-de-lorraine-calmet,"Calmet, Histoire de Lorraine — Maison de Gournay genealogy",partial,sources/FS/lorraine-maison-de-gournay-extract.txt,,
historic-england-baconsthorpe-castle-1013093,Historic England - Baconsthorpe Castle (1013093),partial,sources/corpus_supplement/historic-england-baconsthorpe-castle-1013093.md,,sources/validations/historic-england-baconsthorpe-castle-1013093.md
historic-england-old-hall-farmhouse-1077566,Historic England - Old Hall Farmhouse (1077566),partial,sources/corpus_supplement/historic-england-old-hall-farmhouse-1077566.md,,sources/validations/historic-england-old-hall-farmhouse-1077566.md
history-ac-uk-markets-fairs-gazetteer,Gazetteer of Markets and Fairs to 1516,partial,sources/corpus_supplement/history-ac-uk-markets-fairs-gurnay.md,,sources/validations/history-ac-uk-markets-fairs-gurnay.md
history-of-parliament-online-gurney-1386-1421,HoP Online -- Gurney John d.1408,external,,,
history-of-town-of-hingham-1893,"History of the Town of Hingham, Massachusetts (1893)",extract,,,sources/validations/history-of-town-of-hingham-1893.md
history-of-weymouth,"History of Weymouth, Massachusetts (1923)",full,sources/corpus_supplement/history-of-weymouth-vol3-gurney.md,sources/media/history-of-weymouth/,sources/validations/history-of-weymouth.md
hmc-12th-report-appendix-ix-1891,hmc-12th-report-appendix-ix-1891,extract,sources/corpus_supplement/gurney-of-keswick-spelman-pedigree-hmc-1891.md,sources/media/hmc-12th-report-appendix-ix-1891/_local/,sources/validations/hmc-12th-report-appendix-ix-1891.md
hobart-abington-1839,"Hobart, Historical Sketch of Abington (1839)",partial,,,sources/validations/benjamin-gurney-harden-research-tables-2026-04.md
hobart-benjamin-history-abington-1866,"Hobart, History of the Town of Abington (1866)",partial,sources/corpus_supplement/hobart-1866-abington-gurney-register-extract.md,,sources/validations/hobart-benjamin-history-abington-1866.md
holinshed-chronicles-1577,"Holinshed, Chronicles of England, Scotlande, and Irelande (1577) -- laste volume",partial,sources/corpus_supplement/holinshed-1577-selected-gurney-references.md,,sources/validations/holinshed-chronicles-1577.md
hoosac-tunnel-wilmington-railroad,Hoosac Tunnel & Wilmington Railroad (Wikipedia),none,,,
hop-berney,"History of Parliament — Berney, Sir Robert (c.1365-1415)",none,,,sources/validations/hop-berney.md
hop-drury-robert-i-1456-1535,"History of Parliament -- DRURY, Sir Robert I (by 1456-1535)",supplement,sources/corpus_supplement/hop-drury-robert-i-1456-1535.md,,
hop-gurdon-brampton-1566-1650,"History of Parliament Online — Gurdon, Brampton (1566-1650)",none,,,sources/validations/hop-gurdon-brampton-1566-1650.md
hop-gurney,History of Parliament Online — Gurney,partial,sources/corpus_supplement/John-Gurney-d1408-The-History-of-Parliamentx.md,,
hop-harling,History of Parliament / biography — Sir Robert Harling (d.1435),none,,,sources/validations/hop-harling.md
hotten-original-lists-1874,"Hotten, Original Lists of Persons of Quality (1874)",extract,sources/corpus_supplement/hotten-original-lists-gurney-search-2026.md,,sources/validations/hotten-original-lists-1874.md
hrp-anne-boleyn,"Historic Royal Palaces, Anne Boleyn",none,,,sources/validations/hrp-anne-boleyn.md
hull-thesis-english-way-of-war-1360-1399,"Hull PhD thesis — The English Way of War, 1360–1399",none,,sources/media/hull-thesis-english-way-of-war-1360-1399/_local/content-hull_9036a.pdf,sources/validations/hull-thesis-english-way-of-war-1360-1399.md
hurlock-oldfield-crusading-pilgrimage-norman-2015,"Hurlock and Oldfield, Crusading and Pilgrimage in the Norman World (2015)",external,,,
husting-wills-london-vol2-sharpe,Sharpe -- Calendar of Wills Court of Husting London Part II (1890),supplement,sources/corpus_supplement/husting-wills-london-vol2-john-heylesdon-1384.md,,
jenkins-missenden-cartulary-v1,"Cartulary of Missenden Abbey, vol. 1 (Jenkins)",supplement,sources/corpus_supplement/missenden-cartulary-dammartin-charters-deeds-transcripts.md,,
keates-rohan-domesday,"Keates-Rohan, Domesday People",none,,,
keats-rohan-domesday-descendants-2002,"Keats-Rohan, Domesday Descendants",supplement,sources/corpus_supplement/keats-rohan-domesday-descendants-p492-gournay-snippets.md,,
laslett-world-we-have-lost-1965,"Laslett, World We Have Lost",none,,,
lechford-note-book,Lechford's Note-Book 1638-1641,none,,,sources/validations/lechford-note-book.md
les-olim,Les Olim (French legal records),supplement,sources/corpus_supplement/les-olim-beugnot-tome1-p85-montigny-verification.md,,
lestrange-rye-norwich-freemen-1317-1603,"L'Estrange/Rye, Calendar of the Freemen of Norwich, 1317-1603",extract,sources/corpus_supplement/norwich-freemen-calendar-1317-1603-gurney-entries.md,,sources/validations/lestrange-rye-norwich-freemen-1317-1603.md
letters-papers-henry-viii,"Letters and Papers, Foreign and Domestic, Henry VIII",none,,,sources/validations/letters-papers-henry-viii.md
liber-niger,Liber Niger Scaccarii,none,,,
lloyd-family-boston,Lloyd family of Boston and Lloyd Neck (compiled/collector references),none,,,sources/validations/lloyd-family-boston.md
lma-st-augustine-watling-register-candidate-d-images,LMA St Augustine Watling Street register - Candidate D images,partial,,sources/intake/archive/john-gurney-2026May/john-gurney-candidate-d-working-packet-audited-v13.md,sources/validations/lma-st-augustine-watling-register-candidate-d-images.md
lma-st-giles-cripplegate-register-john-grone-1630,LMA St Giles Cripplegate - John Grone baptism (1630),partial,,sources/media/lma-st-giles-cripplegate-register-john-grone-1630,sources/validations/lma-st-giles-cripplegate-register-john-grone-1630.md
lma-st-giles-cripplegate-register-p69-gis-a-002,"St Giles Cripplegate, parish register (LMA P69/GIS/A/002/MS06419/003)",none,,,sources/validations/lma-st-giles-cripplegate-register-p69-gis-a-002.md
lma-st-magnus-martyr-register-candidate-d-images,LMA St Magnus the Martyr register - Candidate D images,partial,,sources/intake/archive/john-gurney-2026May/john-gurney-candidate-d-working-packet-audited-v13.md,sources/validations/lma-st-magnus-martyr-register-candidate-d-images.md
lma-st-mary-harrow-register-dro003,"St Mary, Harrow on the Hill, parish register (LMA DRO/003)",none,,,sources/validations/lma-st-mary-harrow-register-dro003.md
lma-st-mary-magdalen-old-fish-street-john-grene-1634,LMA St Mary Magdalen Old Fish Street - John Grene baptism (1634),partial,,sources/media/lma-st-mary-magdalen-old-fish-street-john-grene-1634,sources/validations/lma-st-mary-magdalen-old-fish-street-john-grene-1634.md
lma-st-swithin-london-stone-register-john-grine-1640,LMA St Swithin London Stone - John Grine marriage (1640/1),partial,,sources/media/lma-st-swithin-london-stone-register-john-grine-1640,sources/validations/lma-st-swithin-london-stone-register-john-grine-1640.md
london-archdeaconry-court-probate-index-brs-089,london-archdeaconry-court-probate-index-brs-089,none,,,sources/validations/london-archdeaconry-court-probate-index-brs-089.md
loyd-origins,"Loyd, Origins of Some Anglo-Norman Families",none,,,
ma-wills-probate-records,"Massachusetts Wills and Probate Records, 1635-1991",partial,sources/corpus_supplement/plymouth-probate-benjamin-gurney-g11-will-1738.md,sources/media/ma-wills-probate-records/,sources/validations/ma-wills-probate-records.md
macris-cum-115-gurney-ase-house,"MACRIS CUM.115 - Gurney, Ase House (51 Main St, Cummington)",partial,sources/corpus_supplement/macris-cummington-gurney-houses-extract.md,sources/media/macris-cum-115-gurney-ase-house/,sources/validations/macris-cum-115-gurney-ase-house.md
macris-cum-151-gurney-asa-house,"MACRIS CUM.151 - Gurney, Asa House (75 Mount Rd, Cummington)",partial,sources/corpus_supplement/macris-cummington-gurney-houses-extract.md,sources/media/macris-cum-151-gurney-asa-house/,sources/validations/macris-cum-151-gurney-asa-house.md
macris-mhc,MACRIS - Massachusetts Cultural Resource Information System,none,,,
massachusetts-archives-vol-45-lands-1622-1726,"Massachusetts Archives, vol. 45 (Lands, 1622–1726)",none,,,sources/validations/massachusetts-archives-vol-45-lands-1622-1726.md
massachusetts-bay-records-v1-1853,"Massachusetts Bay Records, vol. 1",none,,,sources/validations/massachusetts-bay-records-v1-1853.md
massachusetts-bay-records-v2-1853,"Mass. Bay Records, vol. 2 (1642–1649), Shurtleff ed.",extract,,,sources/validations/massachusetts-bay-records-v2-1853.md
massachusetts-bay-records-v5-1854,"Massachusetts Bay Records, vol. 5 (1674-1686), Shurtleff ed.",none,,,sources/validations/massachusetts-bay-records-v5-1854.md
massachusetts-state-archives-colonial,"Massachusetts State Archives, colonial period (petition calendar)",,,,sources/validations/massachusetts-state-archives-colonial.md
may-henry-gurney-spenser-2005,"May, Henry Gurney reads Spenser",partial,sources/corpus_supplement/henry_gurney_g15_may_article_narrative.md,,sources/validations/may-henry-gurney-spenser-2005.md
mcgraw-edison-history,McGraw-Edison company history (Wikipedia; Eaton/Cooper heritage),none,,,
medievalgenealogy-cp25-1-21-112-stone-hartwell,"medievalgenealogy.org.uk — CP 25/1/21/112 fine, Stone and Hartwell, Bucks",none,,,
medievalgenealogy-gerbod-gundred-documents,MedievalGenealogy.org.uk - Gerbod and Gundred documents,external,,,
medievalsoldier-database,Soldier in Later Medieval England Online Database,none,,,
mendon-proprietors-records-1899,Mendon Proprietors' Records (1899),partial,sources/corpus_supplement/mendon-proprietors-records-1899-gurney-extracts.md,,sources/validations/mendon-proprietors-records-1899.md
mhs-winthrop-papers-adam-winthrop-diary-1605,"Adam Winthrop's diary, 3 Oct. 1605: Lewkenor deaths (Winthrop Papers I:153)",none,,,sources/validations/mhs-winthrop-papers-adam-winthrop-diary-1605.md
mhs-winthrop-papers-gurdon-to-winthrop-1627,"Brampton Gurdon to John Winthrop, 20 Oct. 1627 (Winthrop Papers I:363)",none,,,sources/validations/mhs-winthrop-papers-gurdon-to-winthrop-1627.md
mhs-winthrop-papers-newgate-deed-1639,"MHS Winthrop Papers, Newgate deed",none,,,sources/validations/mhs-winthrop-papers-newgate-deed-1639.md
middleborough-marriages-by-mens-name,Middleborough marriages by men's name,partial,,,sources/validations/benjamin-gurney-harden-research-tables-2026-04.md
military-communities-knolles-1370,Military Communities in Late Medieval England — Knolles 1370 chapter,none,,,sources/validations/military-communities-knolles-1370.md
millican-register-freemen-norwich-1934,"Millican, Register of the Freemen of Norwich, 1548-1713",partial,sources/corpus_supplement/millican-norwich-freemen-apprentices-gurney-extracts.md,,sources/validations/millican-norwich-freemen-and-apprentices-indexes.md
morant-essex,"Morant, History of Essex",none,,,
mosaic-dvd-hugue-de-gournay,Mosaic DVD - Hugue de Gournay,partial,sources/corpus_supplement/mosaic-dvd-hugue-de-gournay-user-text.md,,sources/validations/mosaic-dvd-hugue-de-gournay.md
munsell-history-queens-flushing-1882,"Munsell, History of Queens County - Flushing",none,,,sources/validations/munsell-history-queens-flushing-1882.md
muskett-suffolk-manorial-families-v1-1900,"Muskett, Suffolk Manorial Families, vol. 1 (1900)",none,,,sources/validations/muskett-suffolk-manorial-families-v1-1900.md
muskett-suffolk-manorial-families-v2-1900,"Muskett, Suffolk Manorial Families, vol. 2 (1900)",none,,,sources/validations/muskett-suffolk-manorial-families-v2-1900.md
muskett-suffolk-manorial-families-v3-1900,"Muskett, Suffolk Manorial Families, vol. 3 pt. 1 (1900)",none,,,sources/validations/muskett-suffolk-manorial-families-v3-1900.md
nash-historical-sketch-weymouth-1885,"Nash, Historical Sketch of Weymouth (1885)",full,sources/corpus/nash-historical-sketch-weymouth-1885.txt,sources/media/nash-historical-sketch-weymouth-1885/nash-historical-sketch-weymouth-1885.pdf,sources/validations/nash-historical-sketch-weymouth-1885.md
national-churches-trust-harpley-st-lawrence,National Churches Trust - Harpley St Lawrence,partial,sources/corpus_supplement/national-churches-trust-harpley-st-lawrence.md,,sources/validations/national-churches-trust-harpley-st-lawrence.md
ncc-will-1584-margaret-bate-rivett-garveston,"Will of Margaret (Bate) Rivett of Garveston, widow, 1584",extract,sources/corpus_supplement/rivett-garveston-maternal-family-2026-06.md,sources/media/ncc-wills-registers/_local/bate-reg-fo399-img442-margaret-rivett-will.jpg,sources/validations/ncc-will-1584-margaret-bate-rivett-garveston.md
nehgr-12-suffolk-wills-1858,NEHGR 12 - Suffolk Wills - John Gurney probate abstract,partial,sources/corpus_supplement/john-gurney-probate-inventory-spr-case-338.md,,
nehgr-121-hobart-journal-1967,"NEHGR 121 — ""The Hobart Journal"" (1967)",extract,sources/intake/dump-files/hobart-journal-pages-8-24-transcription.md,,sources/validations/nehgr-121-hobart-journal-1967.md
nehgr-13-abstracts-of-early-wills-1859,"NEHGR 13 - Abstracts of Early Wills (Margery Laver, 1664)",none,,,sources/validations/nehgr-13-abstracts-of-early-wills-1859.md
nehgr-30-432,"NEHGR vol. 30 (1876), p. 432 — Capt. William Tyng inventory",extract,,,sources/validations/nehgr-30-432.md
nehgr-49-genealogical-gleanings-john-lewis,"NEHGR 49 - Genealogical Gleanings, John Lewis will",none,,,sources/validations/nehgr-49-genealogical-gleanings-john-lewis.md
nehgr-62-94,NEHGR 62:94,partial,,,sources/validations/nehgr-62-94.md
nehh-congregational-library-colonial-church-records,New England's Hidden Histories (Congregational Library & Archives),none,,,sources/validations/nehh-congregational-library-colonial-church-records.md
neverending-hobby-john-gurney-us-1636,"The Neverending Hobby - John Gurney, US 1636",partial,,,sources/validations/benjamin-gurney-harden-research-tables-2026-04.md
nfwf-little-neck-bay-history-ecology-2008,History and Ecology of Little Neck Bay,none,,,sources/validations/nfwf-little-neck-bay-history-ecology-2008.md
nher-great-ellingham-parish-summary,NHER Parish Summary — Great Ellingham,partial,sources/corpus_supplement/nher-great-ellingham-parish-summary.md,,sources/validations/nher-great-ellingham-parish-summary.md
nher-mnf9108-old-hall-great-ellingham,"NHER MNF9108 — Old Hall, Great Ellingham",full,sources/corpus_supplement/nher-mnf9108-old-hall-great-ellingham.md,,sources/validations/nher-mnf9108-old-hall-great-ellingham.md
nichols-herald-v3,Herald & Genealogist v3 p.9,none,,,sources/validations/nichols-herald-v3.md
nj-marriage-index-1901-2016,"New Jersey Marriage Index, 1901-2016",none,,,
norfolk-wills-extracts-bradfer-lawrence,"Norfolk wills extracts, 1370-1763 (Bradfer-Lawrence)",none,,sources/media/norfolk-wills-extracts-bradfer-lawrence/,sources/validations/norfolk-wills-extracts-bradfer-lawrence.md
norfolk-wills-probate-index-1371-1858,"Norfolk wills/probate index, 1371-1858",extract,sources/corpus_supplement/rivett-garveston-maternal-family-2026-06.md,,sources/validations/norfolk-wills-probate-index-1371-1858.md
norman-geo-archives76-commune-dossiers-2026,Norman geo overlay - Archives 76 commune dossiers,none,,,
norman-geo-controlling-sources-2026,Norman geo overlay - controlling online sources,none,,,
norman-geo-institutional-localities-2026,Norman geo overlay - institutional locality pages,none,,,
norman-geo-local-history-tourism-2026,Norman geo overlay - local history and tourism pages,none,,,
norman-geo-locator-criquiers-torchy-2026,Norman geo overlay - Criquiers and Torchy locators,none,,,
norman-geo-locator-saint-quentin-hericourt-2026,Norman geo overlay - Saint-Quentin and Hericourt locators,none,,,
norman-geo-locator-southern-boundary-2026,Norman geo overlay - southern boundary locators,none,,,
normonde-hugues-1er-de-gournay,Normonde authority file: Hugues Ier de Gournay,partial,,,
norwich-records-hudson-tingey-vol2,"Hudson and Tingey -- Records of the City of Norwich, vol. ii (1910)",supplement,sources/corpus_supplement/norwich-records-hudson-tingey-vol2-edmund-gornay-fees.md,,
norwich-university-history,Norwich University history (Wikipedia; Norwich catalog),none,,,
nps-adams-nhp,NPS Adams National Historical Park CLR,full,sources/corpus/nps-adams-clr-1997.txt,sources/media/nps-adams-nhp/,sources/validations/nps-adams-nhp.md
nro-catalogue-atom,Norfolk Record Office online catalogue (AtoM),none,,,
nro-ncc-wills-registers,"Norfolk Record Office, NCC Will Registers",extract,sources/corpus_supplement/ncc-jekkys-211-thomas-gurnay-will-complex-1471.md,sources/media/ncc-wills-registers/,sources/validations/nro-ncc-wills-registers.md
nro-pd-12-1,"NRO PD 12/1 (St Martin at Palace, Norwich)",none,,,
nro-pd-86-41,NRO PD 86/41 (East Dereham register),none,,,sources/validations/east-dereham-pd-86-41-register-structure-and-chronology.md
nrp-recherches-possessions-1852,"NRP de la Mairie, Recherches…Possessions des Sires Normands (1852)",partial,,sources/FS/Norman_additions/Recherches_historiques_archéologiques_e_volume1.pdf,
ny-state-military-museum-127th-infantry,NYS Military Museum - 127th Infantry Regiment,none,,,sources/validations/ny-state-military-museum-127th-infantry.md
ny-war-1812-payroll-abstracts,New York War of 1812 militia payroll abstracts,none,,sources/media/ny-war-1812-payroll-abstracts/,sources/validations/ny-war-1812-payroll-abstracts.md
nyclipper-1895-08-patchogue-fauntleroy,"New York Clipper, August 1895 — Patchogue Lord Fauntleroy notice",partial,sources/corpus_supplement/nyclipper-1895-08-patchogue-fauntleroy.md,sources/media/nyclipper-1895-08-patchogue-fauntleroy/,sources/validations/nyclipper-1895-08-patchogue-fauntleroy.md
odnb-matthew-gournay,"ODNB / DNB — Sir Matthew de Gournay (d. 1406), soldier",none,,,sources/validations/odnb-matthew-gournay.md
odnb-richard-gurney-lord-mayor,"ODNB - Sir Richard Gurney, 1st baronet (1576/7-1647), Lord Mayor",none,,,
oeuvres-rigord-guillaume-breton-delaborde,"Œuvres de Rigord et de Guillaume le Breton (Delaborde, SHF, 1882-1885)",full,sources/corpus_supplement/oeuvres-rigord-guillaume-breton-delaborde-vol2-gournay-philippide.md,,sources/validations/oeuvres-rigord-guillaume-breton-delaborde.md
opendomesday-org,Open Domesday,external,,,
openedition-abbayes-seigneurs-normands-annexe,"OpenEdition, abbeys founded by Norman lords",none,,,
orderic-vitalis-chibnall-vol-5,"Orderic Vitalis, Historia Aecclesiastica, ed./trans. Chibnall, vol. 5 (Books 9-10)",external,,,
orderic-vitalis-chibnall-vol-6,"Orderic Vitalis, Historia Aecclesiastica, ed./trans. Chibnall, vol. 6 (Books 11-13)",external,,,
ormerod-strigulensia-1861,"Ormerod, Strigulensia (1861)",partial,sources/corpus_supplement/ormerod-strigulensia-1861-thomas-de-gournay-extract.md,,sources/validations/ormerod-strigulensia-1861.md
ota-corpus-christi-1619,OTA - Corpus Christi (1619),available,,,
ota-romish-chaine-1624,OTA - The Romish chaine (1624),available,,,
paige-list-freemen-massachusetts-1849,"Paige, List of Freemen of Massachusetts (1849)",none,,,sources/validations/paige-list-freemen-massachusetts-1849.md
painchault-gaillefontaine-2012,"Painchault, Gaillefontaine fortification (PURH 2012)",partial,,,
palgrave-history-england-normandy-1864,"Palgrave, History of England and Normandy",partial,sources/corpus_supplement/palgrave-history-england-normandy-gournay-extracts.md,,sources/validations/palgrave-history-england-normandy-1864.md
palmer-perlustration-yarmouth-1872,"Palmer, Perlustration of Great Yarmouth (1872)",partial,,,
park-royal-holloway-thesis-2013,"Park, PhD thesis (Royal Holloway, 2013) -- crusading inheritance protection",external,,,
paston-letters-davis,Paston Letters and Papers -- Davis edition,none,,,sources/validations/paston-letters-davis.md
paston-letters-gairdner,Paston Letters -- Gairdner edition (1904),full,sources/corpus_supplement/paston-letters-gairdner-gurney-extracts.md,,sources/validations/paston-letters-gairdner.md
pattou-racines-histoire-gournay-2025,Pattou Racines Histoire -- Gournay,external,,,
pcc-prob11-10-vox-calthorpe-1495,"PCC will of Sir William Calthorpe (PROB 11/10, Vox, 1495)",none,,sources/media/pcc-prob11-10-vox-calthorpe-1495/,sources/validations/pcc-prob11-10-vox-calthorpe-1495.md
pcc-prob11-461-dyer-lewis-nevis,"PCC will of John Lewis of Nevis (PROB 11/461, Dyer, 1701)",none,,sources/media/pcc-prob11-461-dyer-lewis-nevis/,sources/validations/pcc-prob11-461-dyer-lewis-nevis.md
pcc-rivett-rattlesden-wills,"PCC wills - Rivett/Ryvett of Rattlesden (1610, 1626)",none,,,sources/validations/pcc-rivett-rattlesden-wills.md
pease-pennyghael,Pease genealogy (Pennyghael),none,,,
pettigrew-collectanea-house-gournay-1871,"Pettigrew, On the House of Gournay",partial,sources/corpus_supplement/pettigrew-collectanea-house-gournay-1871.txt,sources/media/Collectanea_Archaeologica.pdf,sources/validations/pettigrew-collectanea-house-gournay-1871.md
phillimore-bucks-marriages-vol1,"Phillimore Bucks parish registers, marriages, vol. 1",none,,,sources/validations/phillimore-bucks-marriages-vol1.md
planche-conqueror-companions-1874,"Planche, The Conqueror and His Companions",partial,sources/corpus_supplement/planche-conqueror-companions-hugh-de-gournay.md,,sources/validations/planche-conqueror-companions-1874.md
plymouth-colony-records-vol8-shurtleff-pulsifer-1857,"Plymouth Colony Records, vol. 8 (Shurtleff & Pulsifer, 1855-1861)",none,,,sources/validations/plymouth-colony-records-vol8-shurtleff-pulsifer-1857.md
plymouth-probate-john-harden-1751-will,Plymouth Probate - John Harden will (1751),full,sources/corpus_supplement/plymouth-probate-john-harden-1751-will.md,,sources/validations/plymouth-probate-john-harden-1751-will.md
pope-pioneers-of-massachusetts-1900,"Pope, The Pioneers of Massachusetts (1900)",none,,,sources/validations/pope-pioneers-of-massachusetts-1900.md
porter-genealogy-richard-porter-1878,"Porter, Genealogy of the Descendants of Richard Porter (1878)",partial,sources/corpus_supplement/porter-genealogy-richard-porter-1878-gurney-extract.md,,
